X,Y,Date,Year,Incident Name,perimeterd,Acres Burned,stateCode,State,Category,,AL,Alabama
-94.03101114,30.90986651,07/02/2012,2011,Woodville 789,26/08/2011,0.804019,TX,Texas,Least Severe,,,
-94.35119741,32.36945783,22/09/2011,2011,Linden 174,04/06/2011,2.93676632,TX,Texas,Least Severe,,,
-105.305619,38.81495062,09/07/2018,2018,Chateau,07/07/2018,1423.983565,CO,Colorado,Least Severe,,,
-94.54895281,32.53070231,22/09/2011,2011,Linden 177,05/06/2011,0.99755207,TX,Texas,Least Severe,,,
-122.1432989,40.39080679,19/03/2019,2018,SPRING,15/06/2018,44.15566407,CA,California,Least Severe,,,
-93.53987378,30.94703808,23/09/2011,2011,Woodville Red Bug,09/06/2011,112.5893088,TX,Texas,Least Severe,,,
-120.5187478,44.84717677,31/08/2011,2011,514,30/08/2011,5611.879134,OR,Oregon,Less Severe,,,
-113.6547274,37.371975,13/08/2008,2004,Brookside,31/12/2004,100.9689733,UT,Utah,Least Severe,,,
-115.759868,42.82045927,03/09/2010,2010,Notsohot,29/08/2010,18.54799392,ID,Idaho,Least Severe,,,
-100.8041982,34.81944433,30/06/2011,2011,Bitter Creek,24/02/2011,1366.438932,TX,Texas,Least Severe,,,
-105.9797756,39.81364317,11/07/2018,2018,Sugarloaf,09/07/2018,1245.623966,CO,Colorado,Least Severe,,,
-114.8581881,45.58012658,12/09/2005,2005,Arrow Creek Fire,09/09/2005,59.96854098,MT,Montana,Least Severe,,,
-117.6526545,41.95157331,21/03/2019,2018,South Road,20/10/2018,0.17927972,NV,Nevada,Least Severe,,,
-120.2450016,44.71137113,01/08/2011,2007,Stove Pipes,15/07/2007,745.0424644,OR,Oregon,Least Severe,,,
-112.9445486,32.16774885,14/07/2018,2018,GROWLER,28/06/2018,9.79380875,AZ,Arizona,Least Severe,,,
-114.4681574,40.23297964,14/07/2018,2018,Boone Springs,08/07/2018,3072.770251,NV,Nevada,Least Severe,,,
-117.5160703,40.96720512,16/06/2018,2018,MM 191,08/06/2018,20.41352854,NV,Nevada,Least Severe,,,
-121.8545755,42.4318175,10/02/2014,2004,Modoc Point,31/12/2004,437.8475942,OR,Oregon,Least Severe,,,
-112.2138085,42.16465328,09/07/2018,2018,Twomile,08/07/2018,145.508072,ID,Idaho,Least Severe,,,
-95.20890799,31.96528043,21/09/2011,2011,Henderson 250,04/07/2011,4.82734168,TX,Texas,Least Severe,,,
-114.7850511,45.989519,10/09/2017,2017,Crow 3,10/09/2017,144.0448571,ID,Idaho,Least Severe,,,
-117.4644345,44.45012074,21/11/2014,2010,HOUSE FIRE,04/09/2010,0.00358999,OR,Oregon,Least Severe,,,
-85.90587619,33.39830526,10/02/2012,2010,Uniform,11/05/2010,6.56926433,AL,Alabama,Least Severe,,,
-94.85793567,32.92159065,23/09/2011,2011,Linden 243,09/06/2011,9.21832286,TX,Texas,Least Severe,,,
-149.0576064,61.55153879,07/05/2013,2010,Mothershead,07/05/2010,4.48093829,AK,Alaska,Least Severe,,,
-124.2501328,42.59284415,09/07/2018,2018,LOBSTER CREEK,06/07/2018,396.6392117,OR,Oregon,Least Severe,,,
-99.5310084,33.15869973,23/09/2011,2011,Weise,20/06/2011,4632.503059,TX,Texas,Least Severe,,,
-106.6682667,43.94996764,02/08/2018,2018,HORSE PASTURE,30/06/2018,15.81610919,WY,Wyoming,Least Severe,,,
-86.0895946,33.26225717,18/10/2016,2016,Power Horn,16/10/2016,510.7380462,AL,Alabama,Least Severe,,,
-85.63530647,33.65013166,07/11/2016,2016,SURPRISE,06/11/2016,2.7606509,AL,Alabama,Least Severe,,,
-114.6555594,39.41231853,03/08/2018,2018,Paine,24/07/2018,727.4721802,NV,Nevada,Least Severe,,,
-86.72443906,31.10511671,08/04/2016,2016,Bear Creek,07/04/2016,191.5623268,AL,Alabama,Least Severe,,,
-83.90886166,35.39754035,05/12/2016,2016,MAPLE SPRINGS,01/12/2016,7780.770024,NC,North Carolina,Less Severe,,,
-115.4854768,41.59127587,03/08/2018,2018,Willow,28/07/2018,1085.863088,NV,Nevada,Least Severe,,,
-147.1872111,65.27418485,30/08/2004,2004,Boundary,29/08/2004,536070.8952,AK,Alaska,Extremely Severe,,,
-157.5403454,66.58519638,03/06/2008,2004,Kiliovilik,11/06/2004,77.60819512,AK,Alaska,Least Severe,,,
-111.1753031,31.53411449,30/03/2016,2016,Dicks Peak,29/03/2016,701.7808724,AZ,Arizona,Least Severe,,,
-112.7426744,40.80819037,06/08/2018,2018,Black Knoll,05/08/2018,25.88245424,UT,Utah,Least Severe,,,
-105.0879691,38.1404519,19/12/2016,2016,Junkins,15/12/2016,18761.63542,CO,Colorado,Moderate,,,
-122.0154216,43.07006686,10/08/2018,2018,Timber Crater 6,09/08/2018,3122.551373,OR,Oregon,Least Severe,,,
-112.025547,36.35730977,11/08/2018,2018,CAT,10/08/2018,2117.712987,AZ,Arizona,Least Severe,,,
-104.3910069,43.79497007,01/05/2008,2004,Mush Creek 3 Fire,31/12/2004,23.87209179,WY,Wyoming,Least Severe,,,
-120.2777763,45.44208857,02/08/2016,2016,0353 RN SCOTT CANYON,23/07/2016,33586.87195,OR,Oregon,Severe,,,
-112.3074385,36.36932633,16/08/2018,2018,STINA,15/08/2018,2094.671266,AZ,Arizona,Least Severe,,,
-146.3450407,63.98214906,05/06/2008,2004,Oklahoma Range Rx,21/05/2004,21302.62047,AK,Alaska,Severe,,,
-112.9064242,38.11956392,13/08/2008,2004,Kane spring,31/12/2004,160.0560614,UT,Utah,Least Severe,,,
-112.8467594,42.7714498,17/08/2018,2018,Power Co. Assist 2,15/07/2018,47.06750224,ID,Idaho,Least Severe,,,
-123.0237064,40.78957275,27/10/2017,2017,HELENA,26/10/2017,21866.62708,CA,California,Severe,,,
-114.8340312,45.36966148,21/08/2017,2017,Highline 2,21/08/2017,21.26968487,ID,Idaho,Least Severe,,,
-81.1787122,26.24478713,10/02/2012,2010,Hoffman,04/08/2010,11.49178123,FL,Florida,Least Severe,,,
-122.2181144,42.92244263,18/08/2004,2004,Bybee #3,17/08/2004,2.09572823,OR,Oregon,Least Severe,,,
-143.5274834,64.9654538,28/09/2018,2018,Charley River,17/09/2018,560.4258143,AK,Alaska,Least Severe,,,
-119.7843753,39.60395059,08/11/2018,2018,Sidehill,30/08/2018,0.63754042,NV,Nevada,Least Severe,,,
-119.9647191,37.55269108,04/10/2010,2004,Colorado,06/08/2004,15.42785013,CA,California,Least Severe,,,
-118.6796841,36.32038765,27/11/2018,2018,Dennison,25/11/2018,87.07947134,CA,California,Least Severe,,,
-89.90390872,30.27933154,21/12/2018,2018,CAVITY FIRE,24/05/2018,84.57574844,LA,Louisiana,Least Severe,,,
-116.2413814,45.40167998,21/12/2018,2018,Island Bar,03/08/2018,198.6831091,ID,Idaho,Least Severe,,,
-114.1844142,36.66596207,06/07/2005,2005,Bunkerville,03/07/2005,3070.129259,NV,Nevada,Least Severe,,,
-108.0382309,40.50481416,21/12/2018,2018,YAMPA,05/11/2018,6.22546609,CO,Colorado,Least Severe,,,
-81.47263238,29.01918496,23/05/2016,2016,Bilderback,20/05/2016,92.0147482,FL,Florida,Least Severe,,,
-123.0996959,40.56119019,13/01/2011,2009,WILD,21/08/2009,26.81775938,CA,California,Least Severe,,,
-106.2325249,42.85688948,19/03/2019,2018,SINCLAIR,12/09/2018,0.14134487,WY,Wyoming,Least Severe,,,
-115.037626,36.61219079,06/07/2005,2005,Coyote,03/07/2005,5151.109624,NV,Nevada,Less Severe,,,
-104.9736269,45.1338127,19/03/2019,2018,Belcher Mountain,15/07/2018,7.5868593,MT,Montana,Least Severe,,,
-105.3239419,47.52623139,18/03/2019,2018,Bluff - Dawson,03/08/2018,4.36089222,MT,Montana,Least Severe,,,
-106.2792688,45.22125909,19/03/2019,2018,Boyce,13/08/2018,2.36365466,MT,Montana,Least Severe,,,
-92.79711868,34.80111528,11/02/2016,2016,Buffalo,10/02/2016,2.66636339,AR,Arkansas,Least Severe,,,
-105.06651,46.8821454,19/03/2019,2018,MM191 - Prairie,11/08/2018,5.12588805,MT,Montana,Least Severe,,,
-106.3749225,45.3660305,19/03/2019,2018,Poker,07/08/2018,11.4116422,MT,Montana,Least Severe,,,
-106.3919652,45.82653224,19/03/2019,2018,Romeo,19/07/2018,92.32355537,MT,Montana,Least Severe,,,
-106.7169685,45.74856973,19/03/2019,2018,Tango - Rosebud,05/08/2018,1.79989258,MT,Montana,Least Severe,,,
-119.0392593,34.08631166,11/01/2011,2008,LA JOLLA,15/10/2008,22.34386796,CA,California,Least Severe,,,
-83.47116333,37.02461249,31/10/2016,2016,Cat Wild,29/10/2016,24.75485385,KY,Kentucky,Least Severe,,,
-83.5637949,37.21456572,21/02/2017,2017,Cornett,18/02/2017,263.3188105,KY,Kentucky,Least Severe,,,
-114.9816307,36.46652393,06/07/2005,2005,Middle,03/07/2005,931.3210472,NV,Nevada,Least Severe,,,
-120.0275802,38.3944888,17/10/2005,2005,Highland WFU,14/10/2005,1.47472229,CA,California,Least Severe,,,
-115.0604578,36.84453379,06/07/2005,2005,Lamb,03/07/2005,3812.884973,NV,Nevada,Least Severe,,,
-113.2117279,38.62263966,01/04/2013,2004,Black Rock,25/06/2004,51.35229891,UT,Utah,Least Severe,,,
-113.7757542,47.13302821,22/07/2017,2017,SOUTH FORK,22/07/2017,7.21010973,MT,Montana,Least Severe,,,
-93.51165436,35.06855578,21/02/2017,2017,Dead Man Creek,13/02/2017,59.69241011,AR,Arkansas,Least Severe,,,
-114.5768999,34.93287987,24/06/2005,2005,Hulet,13/06/2005,259.2601948,AZ,Arizona,Least Severe,,,
-110.8040838,32.42967807,12/04/2017,2017,SHOVEL,09/04/2017,17.17010431,AZ,Arizona,Least Severe,,,
-108.4890785,33.14462999,07/03/2012,2005,Brush,12/07/2005,465.26359,NM,New Mexico,Least Severe,,,
-93.11967319,35.73793371,24/03/2017,2017,Buck Ranch,19/03/2017,42.03650465,AR,Arkansas,Least Severe,,,
-114.3457176,42.59054663,19/07/2017,2017,Vineyard Lake,18/07/2017,0.65303544,ID,Idaho,Least Severe,,,
-109.9889127,31.99019942,09/06/2017,2017,DRAGOONS,08/06/2017,30.27847886,AZ,Arizona,Least Severe,,,
-92.87012734,35.62579109,24/03/2017,2017,Eastfork II,09/03/2017,130.5230461,AR,Arkansas,Least Severe,,,
-113.4614009,37.22816596,26/07/2005,2005,Yant,23/07/2005,521.2385881,UT,Utah,Least Severe,,,
-110.6427101,32.27248582,24/03/2017,2017,MILEPOST 6,02/03/2017,14.52791211,AZ,Arizona,Least Severe,,,
-156.5894752,66.45494017,26/04/2017,2017,ZANE HILLS,20/04/2017,2142.760566,AK,Alaska,Least Severe,,,
-124.0720363,41.6346397,13/01/2011,2009,WILSON,09/10/2009,324.3276266,CA,California,Least Severe,,,
-89.42560109,37.58675187,27/03/2017,2017,GODWIN,20/03/2017,47.07656024,IL,Illinois,Least Severe,,,
-122.8267072,39.63086575,08/09/2003,2003,Buck Ridge,07/09/2003,13.43397806,CA,California,Least Severe,,,
-111.0996086,31.34704761,19/05/2017,2017,PENA,17/05/2017,247.6638879,AZ,Arizona,Least Severe,,,
-99.78792105,36.6891218,21/03/2017,2017,OKS - 283,20/03/2017,69405.24069,OK,Oklahoma,Very Severe,,,
-110.8271004,31.59094449,05/06/2017,2017,SQUAW GULCH,01/04/2017,94.5686189,AZ,Arizona,Least Severe,,,
-114.92456,46.48749795,26/08/2003,2003,Johnson,25/08/2003,68.01534415,ID,Idaho,Least Severe,,,
-156.5831816,64.83169858,08/06/2017,2017,Whakatna,07/06/2017,20.50458015,AK,Alaska,Least Severe,,,
-108.5045355,33.80374104,30/05/2017,2017,Kerr,26/05/2017,11880.65347,NM,New Mexico,Moderate,,,
-107.9610859,40.44329234,12/06/2017,2017,TEMPLE,10/06/2017,67.09969871,CO,Colorado,Least Severe,,,
-148.069897,66.0363423,15/07/2017,2017,Old Lost Creek,13/07/2017,14.29722218,AK,Alaska,Least Severe,,,
-114.9479956,45.88767375,10/09/2017,2017,Patrol Ridge,10/09/2017,1174.957426,ID,Idaho,Least Severe,,,
-116.7134773,37.32757647,12/06/2017,2017,TOLICHA PEAK,09/06/2017,2161.551373,NV,Nevada,Least Severe,,,
-113.3830351,42.47289152,23/06/2017,2017,Idahome,22/06/2017,5.15332817,ID,Idaho,Least Severe,,,
-160.48168,60.48205163,09/06/2017,2017,Paiyun Creek,07/06/2017,616.5116311,AK,Alaska,Least Severe,,,
-112.5199736,40.79632311,29/03/2013,2009,Quarry,12/07/2009,4.54017682,UT,Utah,Least Severe,,,
-117.4240339,43.2879342,14/07/2017,2017,Diamond Butte,10/07/2017,1313.621132,OR,Oregon,Least Severe,,,
-141.5722688,62.61127982,21/08/2003,2003,Black Hills,18/08/2003,42838.41107,AK,Alaska,Severe,,,
-118.4718221,34.3845801,29/06/2017,2017,PLACERITA IC,27/06/2017,759.7583329,CA,California,Least Severe,,,
-119.8760767,38.0491876,25/04/2011,2003,Kibbie Cmplx Wfu,29/07/2003,6360.650315,CA,California,Less Severe,,,
-120.1386493,47.32074708,30/06/2017,2017,SPARTAN,29/06/2017,8728.971036,WA,Washington,Less Severe,,,
-107.7790155,47.40497632,13/07/2017,2017,Westholder,12/07/2017,305.8484473,MT,Montana,Least Severe,,,
-116.5884538,40.9259293,15/07/2017,2017,Roosters Comb,14/07/2017,205037.9004,NV,Nevada,Extremely Severe,,,
-114.850274,42.93332759,06/07/2017,2017,Independence,05/07/2017,770.0500397,ID,Idaho,Least Severe,,,
-121.4045219,39.46301729,14/07/2017,2017,WALL,14/07/2017,6027.125935,CA,California,Less Severe,,,
-119.586182,37.635853,19/10/2017,2017,Empire,18/10/2017,8090.483113,CA,California,Less Severe,,,
-94.39451228,32.61312638,21/09/2011,2011,Henderson 254,04/07/2011,0.1089362,TX,Texas,Least Severe,,,
-123.5406814,39.3842679,27/09/2010,2003,Lightning 13,03/09/2003,10.33310056,CA,California,Least Severe,,,
-120.1904265,46.46923603,05/03/2014,2013,Desmarais,18/06/2013,10134.6165,WA,Washington,Moderate,,,
-122.4576442,41.86545084,23/06/2014,2013,AGER,10/09/2013,7.32713357,CA,California,Least Severe,,,
-119.4775943,48.55195502,06/03/2014,2013,Keystone,05/08/2013,433.8645888,WA,Washington,Least Severe,,,
-121.6473134,39.80937872,23/06/2014,2013,CENTERVILLE,31/08/2013,54.3912482,CA,California,Least Severe,,,
-82.30348579,30.65121402,05/06/2017,2017,WEST MIMS,04/06/2017,152578.5352,FL,Florida,Extremely Severe,,,
-110.4566314,31.54485824,26/03/2018,2018,WOODWARD,23/03/2018,140.2520647,AZ,Arizona,Least Severe,,,
-118.3056062,37.30758898,23/06/2014,2013,SPRING,27/01/2013,13.5680879,CA,California,Least Severe,,,
-118.0334108,36.59979515,23/06/2014,2013,RIVER,24/02/2013,406.8414678,CA,California,Least Severe,,,
-118.6526528,35.10967028,23/06/2014,2013,JACKS,05/10/2013,7.34693854,CA,California,Least Severe,,,
-108.2766116,44.8693485,29/04/2013,2013,Big Fork,28/04/2013,1508.768111,WY,Wyoming,Least Severe,,,
-119.2636655,36.73420806,23/06/2014,2013,RUTH HILL,03/08/2013,101.2849344,CA,California,Least Severe,,,
-104.4906041,42.5844437,06/05/2008,2003,Rawhide Fire,31/12/2003,235.3588176,WY,Wyoming,Least Severe,,,
-119.7528189,39.33409917,02/08/2016,2016,Mason,30/06/2016,21.01364171,NV,Nevada,Least Severe,,,
-118.6583075,34.4436615,23/06/2014,2013,MADISON,27/05/2013,5.66221249,CA,California,Least Severe,,,
-122.5203121,38.18604364,23/06/2014,2013,LAKEVILLE,26/07/2013,177.8443203,CA,California,Least Severe,,,
-114.3906728,39.09444678,18/10/2006,2006,Osceola,16/08/2006,5.45216774,NV,Nevada,Least Severe,,,
-118.5362804,34.48023316,23/06/2014,2013,LOWRIDGE,29/12/2013,12.89285891,CA,California,Least Severe,,,
-122.67512,38.97672654,23/06/2014,2013,LAKESHORE,30/08/2013,6.73532147,CA,California,Least Severe,,,
-114.5980443,37.38754196,12/07/2006,2006,Larry,07/07/2006,91.80903435,NV,Nevada,Least Severe,,,
-94.1664024,34.49630717,20/03/2018,2018,High Point,17/03/2018,0.77188147,AR,Arkansas,Least Severe,,,
-111.4802126,34.64498805,24/09/2013,2013,Wild Horse,24/09/2013,109.5916505,AZ,Arizona,Least Severe,,,
-122.9848079,38.74373006,23/06/2014,2013,DUTCHER,08/05/2013,21.44637619,CA,California,Least Severe,,,
-93.40294302,29.90136102,21/10/2010,2010,Ladybug,19/08/2010,553.2135923,LA,Louisiana,Least Severe,,,
-116.6124177,46.9637004,05/09/2017,2017,Strychnine,05/09/2017,915.8709993,ID,Idaho,Least Severe,,,
-114.5616823,37.35893971,12/07/2006,2006,Moe,07/07/2006,137.4643528,NV,Nevada,Least Severe,,,
-114.3564842,41.65191113,28/05/2008,2003,Ranch,27/08/2003,218.5331985,NV,Nevada,Least Severe,,,
-122.814732,38.98121496,23/06/2014,2013,MOUNT,20/06/2013,35.05122811,CA,California,Least Severe,,,
-85.90056744,33.50351515,19/02/2016,2016,Valentines Day,18/02/2016,0.52661394,AL,Alabama,Least Severe,,,
-116.5119063,40.00328362,24/08/2010,2010,Grass Valley,22/08/2010,1209.361217,NV,Nevada,Least Severe,,,
-115.7134628,40.8127784,21/09/2017,2017,The E,15/09/2017,279.4877397,NV,Nevada,Least Severe,,,
-114.9636732,42.98787171,15/09/2017,2017,Bliss Point 2,10/09/2017,0.37598435,ID,Idaho,Least Severe,,,
-113.6737097,41.9491108,09/08/2010,2010,Raft River Narrows,09/08/2010,178.1618179,UT,Utah,Least Severe,,,
-113.6024117,45.94907263,,2000,Clifford,31/12/2000,116.7264335,MT,Montana,Least Severe,,,
-115.4734056,42.96566334,30/09/2013,2003,Guard,07/07/2003,114.0505678,ID,Idaho,Least Severe,,,
-119.2494317,40.23885981,07/09/2017,2017,Coyote,03/09/2017,27.53667756,NV,Nevada,Least Severe,,,
-93.45048838,34.86660985,04/12/2017,2017,Peak,27/11/2017,0.4983335,AR,Arkansas,Least Severe,,,
-121.8283291,40.98020075,29/09/2017,2017,BERRY,27/09/2017,994.0332988,CA,California,Least Severe,,,
-134.9438917,58.78588408,08/06/2018,2018,ANTLER,01/06/2018,56.03055972,AK,Alaska,Least Severe,,,
-120.5296951,34.75979772,,2000,Korina,07/07/2000,0.21094054,CA,California,Least Severe,,,
-145.4602237,66.60879862,18/06/2018,2018,Toussaint Island,15/06/2018,1.07389141,AK,Alaska,Least Severe,,,
-154.977258,65.95148847,08/06/2018,2018,Hot Springs,06/06/2018,1.56135274,AK,Alaska,Least Severe,,,
-112.3713087,36.58899942,08/01/2013,2009,Pipeline,22/07/2009,1442.894053,AZ,Arizona,Least Severe,,,
-147.8520331,64.70485231,16/07/2018,2018,Willow Creek,07/07/2018,20.29470066,AK,Alaska,Least Severe,,,
-115.0379316,46.039153,29/08/2017,2017,Mink Peak,29/08/2017,820.7363872,ID,Idaho,Least Severe,,,
-111.0173125,31.37922923,03/10/2017,2017,ALAMO,08/07/2017,22.92364124,AZ,Arizona,Least Severe,,,
-159.3604038,61.86359189,17/06/2009,2009,Owhat River,16/06/2009,135.3957597,AK,Alaska,Least Severe,,,
-113.9826713,42.24483208,11/08/2009,2009,Stampede,06/08/2009,6.102784,ID,Idaho,Least Severe,,,
-105.0155625,32.52331029,25/06/2018,2018,CROOKED CREEK,24/06/2018,6899.068306,NM,New Mexico,Less Severe,,,
-117.5897479,45.41753014,10/08/2009,2009,Cougar Ridge Complex,09/08/2009,288.8643713,OR,Oregon,Least Severe,,,
-116.2226869,43.70200887,02/09/2009,2009,Rural Assits 6 Boise City,05/08/2009,76.06350633,ID,Idaho,Least Severe,,,
-122.7072566,38.06197446,,2000,La Franchi,21/06/2000,9.13512095,CA,California,Least Severe,,,
-118.0420346,42.80421074,11/02/2014,2006,BONE CREEK,02/07/2006,23.40273317,OR,Oregon,Least Severe,,,
-121.3937716,38.89461726,27/12/2010,2007,Prairie,28/06/2007,72.22920476,CA,California,Least Severe,,,
-120.1436553,48.81937148,04/08/2003,2003,Farewell,04/08/2003,76548.11087,WA,Washington,Very Severe,,,
-116.7650308,32.89409658,11/05/2018,2018,MONTE,09/05/2018,7.24364217,CA,California,Least Severe,,,
-123.6455464,42.45412789,12/08/2009,2009,Orange Fire,10/08/2009,3.62381561,OR,Oregon,Least Severe,,,
-123.1982945,41.57787342,14/02/2008,2007,Sky,10/07/2007,21.53849929,CA,California,Least Severe,,,
-106.6688637,47.70593964,05/02/2018,2017,Lizard,29/06/2017,4.52743459,MT,Montana,Least Severe,,,
-111.9774391,45.94693753,20/12/2017,2017,Conrow,01/09/2017,2742.607656,MT,Montana,Least Severe,,,
-104.6806181,45.8469023,01/02/2018,2017,Beaver Flats,08/08/2017,34.922078,MT,Montana,Least Severe,,,
-106.0828964,45.79279281,07/02/2018,2017,Breaks 2,30/06/2017,83.03099601,MT,Montana,Least Severe,,,
-119.771929,38.39834374,25/01/2007,2006,Sand Flat,03/09/2006,177.7781991,CA,California,Least Severe,,,
-120.0110802,38.33748257,25/10/2017,2017,BUMMERS,20/10/2017,392.4440739,CA,California,Least Severe,,,
-106.2270205,45.41097732,01/02/2018,2017,Brian,19/07/2017,1.04823468,MT,Montana,Least Severe,,,
-106.7278552,45.81855835,05/02/2018,2017,Uniform,11/09/2017,129.2233313,MT,Montana,Least Severe,,,
-110.7311627,32.48261219,11/08/2016,2016,GEESEMAN,02/08/2016,16.98862749,AZ,Arizona,Least Severe,,,
-119.6163753,36.96951453,11/01/2011,2008,AUBERRY,29/05/2008,9.35595767,CA,California,Least Severe,,,
-113.2692612,47.53207168,10/09/2003,2003,Little Hammer,10/09/2003,0.28825606,MT,Montana,Least Severe,,,
-119.7157355,37.87711274,27/12/2010,2007,Bald,30/08/2007,78.59071472,CA,California,Least Severe,,,
-107.3888674,44.04868555,31/01/2018,2017,436 ROAD,11/09/2017,6.63083051,WY,Wyoming,Least Severe,,,
-108.0226564,44.17299921,31/01/2018,2017,7 MILE,08/09/2017,8.92202564,WY,Wyoming,Least Severe,,,
-120.6289031,48.66043251,22/07/2011,2003,Needles,08/05/2003,21304.88025,WA,Washington,Severe,,,
-86.5379417,31.13654684,12/07/2016,2016,Hog Foot,11/07/2016,1.06826632,AL,Alabama,Least Severe,,,
-81.52447211,29.03683472,29/08/2016,2016,Stark 2,28/08/2016,0.68261119,FL,Florida,Least Severe,,,
-82.15959202,36.44773073,22/04/2016,2016,Raccoon Mountain,20/04/2016,49.58789092,TN,Tennessee,Least Severe,,,
-109.6251113,33.641258,27/05/2016,2016,Paddy Creek,26/05/2016,1865.188817,AZ,Arizona,Least Severe,,,
-120.7258974,35.29206783,,2000,Oconner,17/07/2000,1.81987642,CA,California,Least Severe,,,
-116.0723963,43.13869861,,2001,,13/06/2001,388.573412,ID,Idaho,Least Severe,,,
-109.6993417,33.65860138,31/05/2016,2016,Lion,30/05/2016,3153.688678,AZ,Arizona,Least Severe,,,
-120.693812,35.2969765,03/11/2010,2005,BISHOP B,31/10/2005,2.89107327,CA,California,Least Severe,,,
-151.8567068,65.35889073,04/08/2016,2016,Ptarmigan,25/07/2016,782.9222634,AK,Alaska,Least Severe,,,
-107.966635,33.14319492,22/07/2010,2010,Aspen,18/06/2010,2353.28424,NM,New Mexico,Least Severe,,,
-108.3178175,33.14870435,21/07/2003,2003,Turnbo,20/07/2003,17475.43838,NM,New Mexico,Moderate,,,
-122.4983445,41.87935867,13/01/2011,2009,BLACK,02/09/2009,103.3650468,CA,California,Least Severe,,,
-114.3821809,42.61892418,02/08/2016,2016,I84 MM176,01/08/2016,0.72134144,ID,Idaho,Least Severe,,,
-83.36194498,34.82749971,23/11/2016,2016,TIMBER RIDGE,18/11/2016,1102.392761,GA,Georgia,Least Severe,,,
-121.4323986,35.91326425,14/04/2011,2010,Plaskett,19/06/2010,9.45263754,CA,California,Least Severe,,,
-84.5872808,35.13300344,22/11/2016,2016,Rattlesnake Hollow,21/11/2016,190.3699139,TN,Tennessee,Least Severe,,,
-112.3617105,46.11225658,12/09/2016,2016,Nez Perce,10/09/2016,699.3796149,MT,Montana,Least Severe,,,
-106.5376514,44.10769564,25/02/2016,2016,ROCKY POINT,23/02/2016,7.86608399,WY,Wyoming,Least Severe,,,
-120.3488697,38.75183214,10/08/2016,2016,ALDER,07/08/2016,16.33870725,CA,California,Least Severe,,,
-118.7331788,44.94670616,07/08/2009,2009,North Fork Complex,06/08/2009,0.13496652,OR,Oregon,Least Severe,,,
-83.82903105,35.12532864,24/03/2016,2016,ROCKHOUSE,22/03/2016,66.43262239,NC,North Carolina,Least Severe,,,
-87.16489827,34.33948017,23/09/2016,2016,Freeman Hollow,22/09/2016,2.57091276,AL,Alabama,Least Severe,,,
-105.0152714,39.38984352,04/10/2006,2006,Predovich Fire,02/10/2006,9.06416149,CO,Colorado,Least Severe,,,
-118.4605596,35.63255147,22/07/2010,2010,Isabella,28/05/2010,7.98126612,CA,California,Least Severe,,,
-118.8753975,34.04363652,27/09/2010,2003,Pacific,06/01/2003,805.6361176,CA,California,Least Severe,,,
-106.6366683,44.40076132,07/08/2018,2018,SHED,04/08/2018,3.97310217,WY,Wyoming,Least Severe,,,
-113.149691,36.3715724,18/10/2011,2011,Lava,26/08/2011,524.7736472,AZ,Arizona,Least Severe,,,
-113.2785968,34.90290604,18/07/2016,2016,BACA,17/07/2016,4138.920332,AZ,Arizona,Least Severe,,,
-93.08300339,34.8137811,23/09/2016,2016,Sugar Creek,12/09/2016,3.19175919,AR,Arkansas,Least Severe,,,
-100.6663883,33.89842258,30/06/2011,2011,Bird Ranch,28/01/2011,394.7406073,TX,Texas,Least Severe,,,
-99.16555741,30.34231544,30/06/2011,2011,Doss,12/02/2011,1818.660477,TX,Texas,Least Severe,,,
-102.7946169,33.60231331,30/06/2011,2011,Whiteface,16/02/2011,3614.049532,TX,Texas,Least Severe,,,
-98.53748873,33.04052036,14/12/2011,2011,Indian Springs,02/06/2011,88.6725965,TX,Texas,Least Severe,,,
-118.6787708,42.30090809,05/07/2006,2006,Red Mountain,03/07/2006,496.3778021,OR,Oregon,Least Severe,,,
-112.8139058,40.88718517,29/09/2016,2016,Black Mountain,19/09/2016,1262.937929,UT,Utah,Least Severe,,,
-107.6080226,40.56195556,12/08/2011,2011,Cedar,12/08/2011,68.22322858,CO,Colorado,Least Severe,,,
-111.0854828,44.75176399,18/08/2016,2016,BOUNDARY,18/08/2016,193.2835949,MT,Montana,Least Severe,,,
-83.12882712,35.01621291,05/12/2016,2016,BULLPEN,01/12/2016,6.36759659,NC,North Carolina,Least Severe,,,
-108.3173623,38.26374533,05/07/2011,2011,Pinon,02/07/2011,96.05547443,CO,Colorado,Least Severe,,,
-95.34164893,32.05568724,30/12/2011,2011,Henderson 363,13/08/2011,9.25998392,TX,Texas,Least Severe,,,
-82.94792173,35.26345165,05/12/2016,2016,CATHY GAP,01/12/2016,122.7986845,NC,North Carolina,Least Severe,,,
-95.2477585,33.01307471,30/12/2011,2011,Linden 404,12/08/2011,353.9807662,TX,Texas,Least Severe,,,
-122.9467208,38.23063783,11/01/2011,2008,BEACH FIRE,22/06/2008,6.71150011,CA,California,Least Severe,,,
-111.8475718,40.07552259,07/07/2016,2016,West Mountain,19/06/2016,557.940155,UT,Utah,Least Severe,,,
-145.5994698,66.93954004,09/06/2008,2006,Christian River,04/07/2006,122.0046342,AK,Alaska,Least Severe,,,
-116.7361451,33.8930674,03/11/2010,2005,ELM,02/06/2005,271.6538645,CA,California,Least Severe,,,
-94.86574634,34.73626296,29/03/2018,2018,White North,28/03/2018,77.15878889,OK,Oklahoma,Least Severe,,,
